user_id,generation,country,subscription_status,registration_cohort,tenure_years,tenure_year_group,active_score,reactive_score,total_engagement_score,daily_active_hours_group,days_since_last_login,inactivity_by_tenure,status
161377,Gen Z,United Kingdom,Free,2022–2025 Mature,4,2–4 years,0.21452,0.35819,0.57271,1–2 hours,95,0.06507, Recently active
1177885,Millennials,United States,Free,2016–2018 Expansion,8,8–10 years,0.29030,0.59933,0.88963,4–6 hours,81,0.02774, Recently active
165234,Millennials,Brazil,Business,2019–2021 Monetization,7,5–7 years,0.50670,0.61343,1.12013,4–6 hours,173,0.06771, Recently active
14935,Boomers,United States,Free,2010–2012 Early adopters,15,10+ years,0.37003,0.57514,0.94517,2–4 hours,160,0.02922, Recently active
555403,Gen Z,India,Premium,2016–2018 Expansion,9,8–10 years,0.39519,0.71524,1.11042,4–6 hours,327,0.09954, Recently active
381076,Millennials,United States,Free,2010–2012 Early adopters,14,10+ years,0.20880,0.47486,0.68366,2–4 hours,116,0.02270, Recently active
1154134,Boomers,United States,Free,2010–2012 Early adopters,14,10+ years,0.35615,0.53448,0.89063,2–4 hours,166,0.03249, Recently active
391023,Millennials,Brazil,Free,2019–2021 Monetization,6,5–7 years,0.41808,0.62019,1.03827,4–6 hours,167,0.07626, Recently active
312584,Millennials,Canada,Free,2013–2015 Growth,12,10+ years,0.42084,0.77457,1.19541,4–6 hours,238,0.05434, Recently active
1225654,Gen X,United States,Free,2010–2012 Early adopters,16,10+ years,0.23588,0.45152,0.68740,2–4 hours,-2,-0.00034, Recently active
119129,Gen Z,Canada,Premium,2010–2012 Early adopters,15,10+ years,0.23955,0.30390,0.54345,1–2 hours,197,0.03598, Recently active
1068782,Gen Z,Canada,Free,2022–2025 Mature,3,2–4 years,0.47912,0.77143,1.25055,4–6 hours,43,0.03927, Recently active
333795,Gen X,Canada,Free,2022–2025 Mature,3,2–4 years,0.51789,0.82543,1.34332,6+ hours,244,0.22283, Recently active
461341,Gen Z,United States,Free,2010–2012 Early adopters,14,10+ years,0.36144,0.61657,0.97801,2–4 hours,105,0.02055, Recently active
526721,Gen X,Japan,Free,2010–2012 Early adopters,14,10+ years,0.33700,0.62000,0.95700,4–6 hours,341,0.06673, Recently active
1051726,Gen Z,India,Free,2022–2025 Mature,4,2–4 years,0.30436,0.55143,0.85579,2–4 hours,232,0.15890, Recently active
392074,Millennials,United States,Free,2016–2018 Expansion,8,8–10 years,0.38447,0.59981,0.98428,2–4 hours,312,0.10685, Recently active
685535,Millennials,India,Free,2013–2015 Growth,12,10+ years,0.41209,0.64838,1.06047,4–6 hours,344,0.07854, Recently active
698042,Millennials,Canada,Free,2010–2012 Early adopters,14,10+ years,0.12176,0.30952,0.43129,1–2 hours,148,0.02896, Recently active
359794,Boomers,South Korea,Free,2010–2012 Early adopters,15,10+ years,0.11467,0.15467,0.26934,<1 hour,357,0.06521, Recently active
271944,Boomers,United States,Free,2022–2025 Mature,2,2–4 years,0.09066,0.12133,0.21199,<1 hour,135,0.18493, Recently active
453572,Boomers,Brazil,Free,2022–2025 Mature,4,2–4 years,0.21162,0.42095,0.63257,2–4 hours,360,0.24658,Active
820693,Boomers,Australia,Business,2013–2015 Growth,12,10+ years,0.39185,0.57029,0.96214,4–6 hours,152,0.03470, Recently active
596331,Gen Z,India,Free,2013–2015 Growth,13,10+ years,0.33087,0.55438,0.88525,2–4 hours,192,0.04046, Recently active
426286,Gen Z,Other,Premium,2013–2015 Growth,11,10+ years,0.65249,0.80143,1.45392,6+ hours,167,0.04159, Recently active
758403,Millennials,India,Premium,2010–2012 Early adopters,14,10+ years,0.48751,0.62410,1.11160,4–6 hours,17,0.00333, Recently active
762714,Millennials,India,Free,2019–2021 Monetization,5,5–7 years,0.34615,0.61524,0.96139,4–6 hours,58,0.03178, Recently active
159464,Gen Z,Other,Free,2016–2018 Expansion,9,8–10 years,0.53379,0.56533,1.09913,2–4 hours,12,0.00365, Recently active
778148,Gen X,Canada,Free,2019–2021 Monetization,6,5–7 years,0.24204,0.52143,0.76347,2–4 hours,112,0.05114, Recently active
1035325,Millennials,India,Free,2022–2025 Mature,3,2–4 years,0.51013,0.83857,1.34870,6+ hours,179,0.16347, Recently active
1363195,Gen Z,United States,Free,2019–2021 Monetization,6,5–7 years,0.31980,0.46781,0.78761,2–4 hours,99,0.04521, Recently active
109221,Gen X,Germany,Business,2022–2025 Mature,2,2–4 years,0.12385,0.25810,0.38194,1–2 hours,279,0.38219,Active
254776,Millennials,United States,Premium,2022–2025 Mature,2,2–4 years,0.28464,0.41552,0.70016,2–4 hours,236,0.32329,Active
157924,Gen Z,Other,Free,2013–2015 Growth,13,10+ years,0.44629,0.68410,1.13038,4–6 hours,259,0.05458, Recently active
1413784,Millennials,South Korea,Free,2016–2018 Expansion,10,8–10 years,0.17339,0.35524,0.52862,1–2 hours,43,0.01178, Recently active
601243,Millennials,United Kingdom,Business,2019–2021 Monetization,5,5–7 years,0.08747,0.19971,0.28719,<1 hour,278,0.15233, Recently active
618887,Gen Z,Other,Free,2013–2015 Growth,11,10+ years,0.39090,0.67400,1.06490,4–6 hours,74,0.01843, Recently active
1227634,Gen X,Canada,Free,2022–2025 Mature,2,2–4 years,0.38032,0.71152,1.09184,4–6 hours,238,0.32603,Active
201516,Millennials,India,Free,2010–2012 Early adopters,14,10+ years,0.21897,0.41962,0.63859,2–4 hours,223,0.04364, Recently active
855595,Gen Z,South Korea,Free,2013–2015 Growth,13,10+ years,0.47292,0.76429,1.23720,4–6 hours,62,0.01307, Recently active
273383,Gen Z,India,Free,2022–2025 Mature,4,2–4 years,0.48627,0.67629,1.16255,4–6 hours,3,0.00205, Recently active
491362,Gen Z,Brazil,Free,2010–2012 Early adopters,15,10+ years,0.11467,0.23200,0.34667,<1 hour,298,0.05443, Recently active
1170871,Gen X,United States,Free,2010–2012 Early adopters,16,10+ years,0.49404,0.70648,1.20052,4–6 hours,351,0.06010, Recently active
1103259,Gen Z,United States,Free,2010–2012 Early adopters,15,10+ years,0.38073,0.70419,1.08492,4–6 hours,119,0.02174, Recently active
1364519,Gen X,South Korea,Premium,2022–2025 Mature,3,2–4 years,0.30213,0.49695,0.79908,2–4 hours,125,0.11416, Recently active
1448116,Gen X,United States,Free,2013–2015 Growth,12,10+ years,0.44363,0.60800,1.05163,4–6 hours,169,0.03858, Recently active
839912,Boomers,Canada,Free,2013–2015 Growth,11,10+ years,0.31975,0.62771,0.94747,4–6 hours,81,0.02017, Recently active
904215,Gen X,Canada,Free,2016–2018 Expansion,9,8–10 years,0.44475,0.63762,1.08237,4–6 hours,92,0.02801, Recently active
491955,Millennials,Japan,Free,2022–2025 Mature,1,< 2 years,0.16287,0.20590,0.36878,<1 hour,295,0.80822,Likely churned
1189727,Millennials,Germany,Free,2013–2015 Growth,11,10+ years,0.44972,0.79857,1.24829,6+ hours,72,0.01793, Recently active
324649,Gen Z,India,Free,2022–2025 Mature,1,< 2 years,0.58793,0.79571,1.38364,4–6 hours,295,0.80822,Likely churned
865414,Boomers,India,Free,2013–2015 Growth,13,10+ years,0.18632,0.33238,0.51870,1–2 hours,79,0.01665, Recently active
826808,Gen Z,Japan,Free,2019–2021 Monetization,5,5–7 years,0.19907,0.54448,0.74355,2–4 hours,244,0.13370, Recently active
1129988,Millennials,India,Free,2016–2018 Expansion,8,8–10 years,0.39670,0.67305,1.06975,4–6 hours,281,0.09623, Recently active
1456319,Gen X,Other,Free,2013–2015 Growth,13,10+ years,0.18032,0.35124,0.53156,2–4 hours,99,0.02086, Recently active
1023616,Gen X,United Kingdom,Business,2019–2021 Monetization,5,5–7 years,0.23324,0.36371,0.59696,2–4 hours,241,0.13205, Recently active
1128148,Gen X,Other,Free,2019–2021 Monetization,5,5–7 years,0.13455,0.24286,0.37741,1–2 hours,44,0.02411, Recently active
1060667,Gen X,Australia,Premium,2013–2015 Growth,13,10+ years,0.30865,0.52752,0.83618,2–4 hours,294,0.06196, Recently active
1052253,Boomers,United States,Free,2016–2018 Expansion,9,8–10 years,0.12107,0.13876,0.25983,<1 hour,301,0.09163, Recently active
1243210,Millennials,Brazil,Free,2022–2025 Mature,4,2–4 years,0.52537,0.84571,1.37109,6+ hours,31,0.02123, Recently active
487617,Gen Z,United States,Free,2010–2012 Early adopters,16,10+ years,0.46184,0.58133,1.04317,2–4 hours,96,0.01644, Recently active
1021607,Gen X,Brazil,Free,2022–2025 Mature,4,2–4 years,0.32782,0.60600,0.93382,2–4 hours,305,0.20890, Recently active
191405,Millennials,Australia,Free,2019–2021 Monetization,6,5–7 years,0.11262,0.13324,0.24585,<1 hour,318,0.14521, Recently active
1536391,Millennials,Germany,Free,2013–2015 Growth,12,10+ years,0.27129,0.49057,0.76187,2–4 hours,362,0.08265, Recently active
1409934,Gen X,United States,Free,2010–2012 Early adopters,16,10+ years,0.18955,0.29524,0.48479,1–2 hours,318,0.05445, Recently active
547986,Gen Z,Canada,Free,2022–2025 Mature,1,< 2 years,0.16342,0.28829,0.45171,1–2 hours,342,0.93699,Likely churned
174470,Gen Z,Other,Free,2010–2012 Early adopters,15,10+ years,0.20399,0.37838,0.58237,1–2 hours,143,0.02612, Recently active
688554,Gen Z,Brazil,Free,2013–2015 Growth,12,10+ years,0.31340,0.50600,0.81940,2–4 hours,91,0.02078, Recently active
834100,Gen X,United States,Free,2010–2012 Early adopters,15,10+ years,0.40460,0.57381,0.97841,4–6 hours,333,0.06082, Recently active
978947,Gen X,Australia,Free,2013–2015 Growth,13,10+ years,0.27034,0.38333,0.65367,2–4 hours,27,0.00569, Recently active
132174,Gen X,India,Premium,2019–2021 Monetization,7,5–7 years,0.44306,0.74476,1.18782,6+ hours,46,0.01800, Recently active
1537116,Millennials,Brazil,Free,2013–2015 Growth,13,10+ years,0.39312,0.52476,0.91788,2–4 hours,246,0.05184, Recently active
1461791,Millennials,United States,Free,2022–2025 Mature,1,< 2 years,0.42613,0.74076,1.16690,6+ hours,153,0.41918,Active
1498685,Gen X,India,Premium,2019–2021 Monetization,6,5–7 years,0.21314,0.38076,0.59390,2–4 hours,130,0.05936, Recently active
725205,Boomers,Brazil,Free,2022–2025 Mature,4,2–4 years,0.43684,0.58562,1.02245,4–6 hours,30,0.02055, Recently active
1271409,Gen X,India,Free,2013–2015 Growth,11,10+ years,0.14621,0.14562,0.29182,<1 hour,199,0.04956, Recently active
164678,Boomers,Brazil,Free,2019–2021 Monetization,5,5–7 years,0.28295,0.49914,0.78209,2–4 hours,87,0.04767, Recently active
227409,Millennials,Canada,Free,2013–2015 Growth,12,10+ years,0.52582,0.74486,1.27067,6+ hours,162,0.03699, Recently active
853462,Millennials,Brazil,Free,2019–2021 Monetization,5,5–7 years,0.50067,0.71143,1.21210,4–6 hours,359,0.19671, Recently active
286874,Millennials,Brazil,Free,2022–2025 Mature,1,< 2 years,0.50624,0.74248,1.24872,6+ hours,342,0.93699,Likely churned
634076,Millennials,Japan,Free,2022–2025 Mature,3,2–4 years,0.15330,0.36610,0.51939,1–2 hours,259,0.23653, Recently active
1022842,Gen Z,India,Free,2019–2021 Monetization,5,5–7 years,0.53512,0.82286,1.35797,6+ hours,330,0.18082, Recently active
638581,Millennials,United States,Free,2013–2015 Growth,11,10+ years,0.17037,0.37514,0.54552,1–2 hours,132,0.03288, Recently active
303880,Gen X,Germany,Business,2019–2021 Monetization,5,5–7 years,0.08538,0.11981,0.20519,<1 hour,47,0.02575, Recently active
776270,Gen X,Canada,Free,2019–2021 Monetization,7,5–7 years,0.46486,0.63381,1.09867,4–6 hours,303,0.11859, Recently active
1524926,Millennials,Other,Free,2022–2025 Mature,2,2–4 years,0.42710,0.62733,1.05443,2–4 hours,86,0.11781, Recently active
485191,Gen Z,United States,Free,2016–2018 Expansion,9,8–10 years,0.61600,0.75000,1.36600,4–6 hours,152,0.04627, Recently active
1464299,Gen X,United States,Premium,2016–2018 Expansion,9,8–10 years,0.22216,0.43371,0.65588,2–4 hours,256,0.07793, Recently active
1329577,Gen X,Japan,Free,2013–2015 Growth,13,10+ years,0.14578,0.26924,0.41502,1–2 hours,85,0.01791, Recently active
1475834,Gen Z,India,Free,2010–2012 Early adopters,14,10+ years,0.58807,0.77714,1.36521,4–6 hours,77,0.01507, Recently active
111791,Gen X,Australia,Free,2010–2012 Early adopters,16,10+ years,0.43213,0.80038,1.23251,4–6 hours,198,0.03390, Recently active
888168,Boomers,United States,Free,2016–2018 Expansion,9,8–10 years,0.11372,0.15686,0.27058,<1 hour,364,0.11081, Recently active
225433,Gen Z,United States,Business,2010–2012 Early adopters,15,10+ years,0.41488,0.67248,1.08736,4–6 hours,236,0.04311, Recently active
110113,Boomers,Australia,Free,2010–2012 Early adopters,16,10+ years,0.32238,0.49048,0.81286,2–4 hours,322,0.05514, Recently active
48434,Gen X,Australia,Business,2022–2025 Mature,2,2–4 years,0.26410,0.31124,0.57533,1–2 hours,128,0.17534, Recently active
909149,Gen X,India,Free,2016–2018 Expansion,10,8–10 years,0.38490,0.53381,0.91871,2–4 hours,37,0.01014, Recently active
1383447,Millennials,United States,Business,2013–2015 Growth,11,10+ years,0.21992,0.35943,0.57935,2–4 hours,207,0.05156, Recently active
951265,Gen Z,United States,Free,2013–2015 Growth,13,10+ years,0.29562,0.29400,0.58962,1–2 hours,157,0.03309, Recently active
1117622,Gen Z,Other,Premium,2019–2021 Monetization,5,5–7 years,0.46405,0.66590,1.12996,4–6 hours,254,0.13918, Recently active
199214,Gen Z,Other,Free,2016–2018 Expansion,8,8–10 years,0.52269,0.70457,1.22726,4–6 hours,336,0.11507, Recently active
60615,Gen Z,India,Free,2013–2015 Growth,11,10+ years,0.33463,0.48943,0.82406,2–4 hours,166,0.04134, Recently active
393695,Boomers,United States,Free,2010–2012 Early adopters,16,10+ years,0.43364,0.59867,1.03231,4–6 hours,333,0.05702, Recently active
869205,Millennials,United States,Premium,2013–2015 Growth,13,10+ years,0.33366,0.57524,0.90890,2–4 hours,211,0.04447, Recently active
640975,Gen X,India,Free,2019–2021 Monetization,7,5–7 years,0.09496,0.14505,0.24001,<1 hour,330,0.12916, Recently active
174223,Boomers,Australia,Free,2022–2025 Mature,3,2–4 years,0.17993,0.43314,0.61307,2–4 hours,309,0.28219,Active
1181561,Gen Z,Brazil,Business,2019–2021 Monetization,5,5–7 years,0.39514,0.83857,1.23371,6+ hours,168,0.09205, Recently active
281378,Boomers,India,Free,2016–2018 Expansion,8,8–10 years,0.23493,0.42343,0.65836,2–4 hours,148,0.05068, Recently active
696678,Millennials,United States,Premium,2016–2018 Expansion,9,8–10 years,0.15216,0.29819,0.45035,1–2 hours,197,0.05997, Recently active
1538450,Gen Z,Other,Premium,2019–2021 Monetization,6,5–7 years,0.18189,0.28752,0.46941,<1 hour,273,0.12466, Recently active
321252,Millennials,India,Business,2016–2018 Expansion,8,8–10 years,0.22119,0.47467,0.69585,2–4 hours,296,0.10137, Recently active
1203913,Gen X,United Kingdom,Free,2022–2025 Mature,1,< 2 years,0.35017,0.47771,0.82788,2–4 hours,270,0.73973,At risk
924036,Millennials,Canada,Free,2022–2025 Mature,1,< 2 years,0.38559,0.51029,0.89588,2–4 hours,104,0.28493,Active
1066039,Gen X,Canada,Premium,2016–2018 Expansion,10,8–10 years,0.11094,0.15171,0.26265,<1 hour,176,0.04822, Recently active
920524,Millennials,Brazil,Free,2010–2012 Early adopters,16,10+ years,0.16759,0.25152,0.41911,1–2 hours,184,0.03151, Recently active
1460875,Millennials,United States,Premium,2010–2012 Early adopters,15,10+ years,0.28238,0.47648,0.75885,2–4 hours,195,0.03562, Recently active
137547,Gen X,Canada,Free,2010–2012 Early adopters,14,10+ years,0.20410,0.48771,0.69182,2–4 hours,252,0.04932, Recently active
846395,Boomers,South Korea,Free,2013–2015 Growth,11,10+ years,0.42030,0.66705,1.08735,4–6 hours,186,0.04633, Recently active
1522692,Boomers,India,Free,2013–2015 Growth,11,10+ years,0.25479,0.44790,0.70269,2–4 hours,280,0.06974, Recently active
886222,Millennials,Canada,Premium,2016–2018 Expansion,10,8–10 years,0.31922,0.53610,0.85532,2–4 hours,121,0.03315, Recently active
129948,Boomers,India,Free,2019–2021 Monetization,7,5–7 years,0.32295,0.55610,0.87905,2–4 hours,260,0.10176, Recently active
299868,Gen Z,Germany,Free,2022–2025 Mature,3,2–4 years,0.22244,0.27400,0.49644,<1 hour,359,0.32785,Active
5032,Gen Z,United States,Free,2016–2018 Expansion,9,8–10 years,0.44252,0.66743,1.10995,4–6 hours,256,0.07793, Recently active
691597,Gen X,Other,Free,2022–2025 Mature,2,2–4 years,0.50152,0.76429,1.26581,6+ hours,204,0.27945,Active
400807,Gen X,Germany,Free,2022–2025 Mature,4,2–4 years,0.31312,0.48514,0.79826,2–4 hours,193,0.13219, Recently active
1394227,Gen X,United States,Free,2019–2021 Monetization,6,5–7 years,0.20657,0.42695,0.63352,2–4 hours,206,0.09406, Recently active
1353888,Gen X,United Kingdom,Premium,2010–2012 Early adopters,15,10+ years,0.20245,0.39429,0.59673,2–4 hours,134,0.02447, Recently active
1219400,Millennials,Australia,Free,2019–2021 Monetization,7,5–7 years,0.47251,0.74543,1.21794,4–6 hours,192,0.07515, Recently active
400267,Millennials,Germany,Free,2019–2021 Monetization,6,5–7 years,0.12968,0.18714,0.31682,<1 hour,74,0.03379, Recently active
1336615,Millennials,Other,Free,2010–2012 Early adopters,15,10+ years,0.31560,0.60086,0.91646,4–6 hours,202,0.03689, Recently active
480656,Boomers,United States,Free,2019–2021 Monetization,7,5–7 years,0.42282,0.59971,1.02253,4–6 hours,157,0.06145, Recently active
1224760,Gen X,Canada,Free,2022–2025 Mature,1,< 2 years,0.16926,0.30057,0.46984,1–2 hours,243,0.66575,At risk
1007523,Boomers,India,Free,2019–2021 Monetization,5,5–7 years,0.49560,0.74095,1.23656,4–6 hours,248,0.13589, Recently active
1162720,Gen X,South Korea,Free,2022–2025 Mature,4,2–4 years,0.19868,0.43162,0.63030,2–4 hours,228,0.15616, Recently active
1004998,Boomers,United Kingdom,Premium,2016–2018 Expansion,9,8–10 years,0.09178,0.10562,0.19740,<1 hour,89,0.02709, Recently active
294639,Gen X,United States,Free,2022–2025 Mature,1,< 2 years,0.31863,0.61114,0.92977,4–6 hours,202,0.55342,At risk
1255532,Gen Z,India,Premium,2016–2018 Expansion,8,8–10 years,0.54292,0.76733,1.31025,4–6 hours,348,0.11918, Recently active
1180810,Millennials,Canada,Free,2019–2021 Monetization,6,5–7 years,0.16965,0.34171,0.51137,1–2 hours,306,0.13973, Recently active
1546806,Gen Z,United States,Free,2016–2018 Expansion,9,8–10 years,0.32145,0.51124,0.83268,2–4 hours,94,0.02861, Recently active
1345473,Gen X,United States,Free,2022–2025 Mature,3,2–4 years,0.08857,0.27305,0.36162,1–2 hours,334,0.30502,Active
1239314,Millennials,United States,Free,2013–2015 Growth,13,10+ years,0.40308,0.62810,1.03117,4–6 hours,248,0.05227, Recently active
35743,Gen Z,United States,Free,2022–2025 Mature,4,2–4 years,0.23658,0.55543,0.79201,2–4 hours,324,0.22192, Recently active
1153843,Gen Z,United States,Free,2010–2012 Early adopters,16,10+ years,0.54212,0.71229,1.25440,4–6 hours,3,0.00051, Recently active
1459800,Boomers,Brazil,Free,2019–2021 Monetization,7,5–7 years,0.35144,0.58981,0.94125,2–4 hours,246,0.09628, Recently active
1149610,Boomers,India,Free,2013–2015 Growth,13,10+ years,0.41712,0.54419,0.96131,2–4 hours,347,0.07313, Recently active
762351,Gen Z,United States,Free,2022–2025 Mature,1,< 2 years,0.31116,0.56495,0.87611,2–4 hours,358,0.98082,Likely churned
664627,Millennials,United States,Free,2022–2025 Mature,2,2–4 years,0.34392,0.53629,0.88020,4–6 hours,22,0.03014, Recently active
301925,Gen X,Canada,Free,2022–2025 Mature,2,2–4 years,0.14733,0.22933,0.37666,<1 hour,97,0.13288, Recently active
915277,Gen Z,India,Free,2010–2012 Early adopters,16,10+ years,0.31106,0.32571,0.63678,1–2 hours,325,0.05565, Recently active
331626,Gen X,Other,Free,2013–2015 Growth,13,10+ years,0.11107,0.32657,0.43764,1–2 hours,316,0.06660, Recently active
577517,Gen Z,United States,Free,2022–2025 Mature,1,< 2 years,0.20828,0.31257,0.52085,1–2 hours,43,0.11781, Recently active
924903,Millennials,Canada,Business,2010–2012 Early adopters,15,10+ years,0.18800,0.43057,0.61857,2–4 hours,-3,-0.00055, Recently active
335161,Gen Z,Canada,Free,2010–2012 Early adopters,15,10+ years,0.32936,0.49390,0.82327,2–4 hours,239,0.04365, Recently active
730552,Millennials,Brazil,Free,2019–2021 Monetization,5,5–7 years,0.49611,0.74429,1.24039,4–6 hours,43,0.02356, Recently active
87512,Gen Z,India,Business,2013–2015 Growth,12,10+ years,0.36168,0.58686,0.94854,2–4 hours,59,0.01347, Recently active
170906,Millennials,Other,Free,2019–2021 Monetization,5,5–7 years,0.16121,0.25371,0.41492,1–2 hours,104,0.05699, Recently active
408493,Gen X,India,Free,2010–2012 Early adopters,14,10+ years,0.33458,0.59057,0.92515,4–6 hours,98,0.01918, Recently active
1132436,Gen X,Other,Free,2022–2025 Mature,2,2–4 years,0.23979,0.35438,0.59417,2–4 hours,236,0.32329,Active
378152,Gen X,South Korea,Free,2019–2021 Monetization,6,5–7 years,0.20731,0.36590,0.57322,1–2 hours,77,0.03516, Recently active
1485225,Gen X,Brazil,Free,2013–2015 Growth,13,10+ years,0.09981,0.29895,0.39877,1–2 hours,317,0.06681, Recently active
1043206,Gen X,United Kingdom,Free,2022–2025 Mature,3,2–4 years,0.13119,0.31162,0.44281,1–2 hours,137,0.12511, Recently active
801520,Millennials,South Korea,Free,2022–2025 Mature,1,< 2 years,0.39755,0.69638,1.09393,4–6 hours,303,0.83014,Likely churned
298707,Boomers,Germany,Premium,2019–2021 Monetization,6,5–7 years,0.20243,0.37657,0.57900,2–4 hours,198,0.09041, Recently active
915120,Boomers,United Kingdom,Business,2022–2025 Mature,3,2–4 years,0.36140,0.63886,1.00026,4–6 hours,227,0.20731, Recently active
780035,Millennials,United Kingdom,Free,2019–2021 Monetization,7,5–7 years,0.19812,0.41171,0.60983,2–4 hours,346,0.13542, Recently active
367182,Gen Z,Canada,Premium,2022–2025 Mature,3,2–4 years,0.19371,0.24048,0.43418,<1 hour,298,0.27215,Active
860307,Gen X,India,Premium,2022–2025 Mature,3,2–4 years,0.07094,0.14486,0.21580,<1 hour,256,0.23379, Recently active
63073,Millennials,United Kingdom,Premium,2010–2012 Early adopters,16,10+ years,0.16438,0.24886,0.41324,1–2 hours,85,0.01455, Recently active
459231,Gen Z,India,Business,2022–2025 Mature,4,2–4 years,0.13774,0.30448,0.44222,1–2 hours,262,0.17945, Recently active
1420598,Boomers,Other,Business,2013–2015 Growth,12,10+ years,0.08428,0.14276,0.22704,<1 hour,187,0.04269, Recently active
655813,Boomers,United Kingdom,Free,2013–2015 Growth,13,10+ years,0.13661,0.21743,0.35404,<1 hour,320,0.06744, Recently active
786654,Gen X,Other,Free,2013–2015 Growth,11,10+ years,0.31671,0.51495,0.83166,2–4 hours,97,0.02416, Recently active
940720,Gen Z,South Korea,Free,2013–2015 Growth,13,10+ years,0.28882,0.40667,0.69549,1–2 hours,176,0.03709, Recently active
1484504,Boomers,United States,Free,2013–2015 Growth,13,10+ years,0.13232,0.17743,0.30975,<1 hour,126,0.02655, Recently active
853291,Gen X,Germany,Free,2010–2012 Early adopters,15,10+ years,0.16551,0.25695,0.42247,1–2 hours,28,0.00511, Recently active
468859,Gen X,Canada,Free,2019–2021 Monetization,7,5–7 years,0.20547,0.34752,0.55299,1–2 hours,83,0.03249, Recently active
588578,Gen X,Japan,Business,2022–2025 Mature,3,2–4 years,0.25576,0.44571,0.70148,2–4 hours,93,0.08493, Recently active
719213,Millennials,Canada,Free,2010–2012 Early adopters,15,10+ years,0.25895,0.44829,0.70723,2–4 hours,244,0.04457, Recently active
142541,Millennials,Brazil,Free,2016–2018 Expansion,8,8–10 years,0.42142,0.74933,1.17075,6+ hours,111,0.03801, Recently active
1196564,Millennials,United Kingdom,Free,2022–2025 Mature,3,2–4 years,0.42389,0.62762,1.05151,4–6 hours,365,0.33333,Active
1356531,Gen X,Brazil,Free,2022–2025 Mature,3,2–4 years,0.19508,0.42257,0.61765,2–4 hours,357,0.32603,Active
1450890,Boomers,United States,Free,2013–2015 Growth,13,10+ years,0.35546,0.56505,0.92051,2–4 hours,284,0.05985, Recently active
483202,Boomers,India,Business,2022–2025 Mature,4,2–4 years,0.13230,0.22229,0.35458,1–2 hours,275,0.18836, Recently active
1139568,Boomers,United States,Business,2022–2025 Mature,4,2–4 years,0.16717,0.30067,0.46784,1–2 hours,43,0.02945, Recently active
766472,Millennials,United Kingdom,Free,2016–2018 Expansion,8,8–10 years,0.37395,0.51533,0.88929,2–4 hours,227,0.07774, Recently active
1464702,Gen X,India,Premium,2019–2021 Monetization,7,5–7 years,0.05761,0.12467,0.18227,<1 hour,234,0.09159, Recently active
1178496,Gen X,Other,Free,2016–2018 Expansion,9,8–10 years,0.11732,0.16686,0.28418,<1 hour,28,0.00852, Recently active
56093,Millennials,United States,Premium,2019–2021 Monetization,5,5–7 years,0.20285,0.35914,0.56199,2–4 hours,357,0.19562, Recently active
1052174,Gen X,Germany,Free,2013–2015 Growth,11,10+ years,0.17562,0.34524,0.52086,1–2 hours,238,0.05928, Recently active
120854,Gen Z,Brazil,Free,2010–2012 Early adopters,14,10+ years,0.44402,0.78390,1.22793,4–6 hours,234,0.04579, Recently active
499404,Gen X,India,Free,2016–2018 Expansion,10,8–10 years,0.30102,0.45943,0.76045,2–4 hours,5,0.00137, Recently active
1492157,Gen X,Canada,Free,2016–2018 Expansion,10,8–10 years,0.43129,0.79371,1.22501,6+ hours,69,0.01890, Recently active
1270486,Gen X,India,Free,2010–2012 Early adopters,16,10+ years,0.13926,0.18419,0.32345,<1 hour,332,0.05685, Recently active
1385084,Millennials,United States,Free,2019–2021 Monetization,6,5–7 years,0.20173,0.29562,0.49735,1–2 hours,191,0.08721, Recently active
163508,Millennials,United States,Free,2022–2025 Mature,3,2–4 years,0.48002,0.72829,1.20830,4–6 hours,151,0.13790, Recently active
278680,Millennials,United Kingdom,Free,2013–2015 Growth,12,10+ years,0.38847,0.61981,1.00828,4–6 hours,17,0.00388, Recently active
844746,Gen X,India,Business,2022–2025 Mature,2,2–4 years,0.23507,0.45343,0.68850,2–4 hours,225,0.30822,Active
1188798,Millennials,South Korea,Free,2013–2015 Growth,13,10+ years,0.48012,0.78857,1.26870,6+ hours,357,0.07524, Recently active
1079079,Gen X,Canada,Free,2010–2012 Early adopters,16,10+ years,0.20882,0.40448,0.61330,2–4 hours,217,0.03716, Recently active
1396739,Gen Z,Germany,Premium,2022–2025 Mature,4,2–4 years,0.16651,0.16295,0.32946,<1 hour,100,0.06849, Recently active
587531,Gen X,United States,Free,2019–2021 Monetization,5,5–7 years,0.38770,0.63914,1.02684,4–6 hours,342,0.18740, Recently active
704046,Millennials,Germany,Free,2010–2012 Early adopters,14,10+ years,0.22965,0.49619,0.72584,2–4 hours,193,0.03777, Recently active
1118,Millennials,United States,Premium,2010–2012 Early adopters,14,10+ years,0.29669,0.41295,0.70965,2–4 hours,148,0.02896, Recently active
857299,Millennials,Other,Free,2013–2015 Growth,11,10+ years,0.14355,0.27971,0.42326,1–2 hours,365,0.09091, Recently active
796478,Gen X,United States,Free,2016–2018 Expansion,10,8–10 years,0.17451,0.33533,0.50985,1–2 hours,365,0.10000, Recently active
1300316,Boomers,Other,Business,2013–2015 Growth,12,10+ years,0.19437,0.45371,0.64808,2–4 hours,65,0.01484, Recently active
758662,Boomers,United States,Free,2010–2012 Early adopters,15,10+ years,0.44698,0.62638,1.07336,4–6 hours,115,0.02100, Recently active
