user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,education_level,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,alcohol_frequency,perceived_stress_score,self_reported_happiness,body_mass_index,blood_pressure_systolic,blood_pressure_diastolic,daily_steps_count,weekly_work_hours,hobbies_count,social_events_per_month,books_read_per_year,volunteer_hours_per_month,travel_frequency_per_year,daily_active_minutes_instagram,sessions_per_day,posts_created_per_week,reels_watched_per_day,stories_viewed_per_day,likes_given_per_day,comments_written_per_day,dms_sent_per_week,dms_received_per_week,ads_viewed_per_day,ads_clicked_per_day,time_on_feed_per_day,time_on_explore_per_day,time_on_messages_per_day,time_on_reels_per_day,followers_count,following_count,uses_premium_features,notification_response_rate,account_creation_year,last_login_date,average_session_length_minutes,content_type_preference,preferred_content_theme,privacy_setting_level,two_factor_auth_enabled,biometric_login_used,linked_accounts_count,subscription_status,user_engagement_score
980992,Instagram,36,Male,Australia,Rural,Lower-middle,Unemployed,Bachelor’s,Single,f,2.1,8.6,Good,No,Daily,39,3,21.0,112,82,8010,44.5,3,5,9,11.8,4,405.0,16,9,274,150,214,66,48,53,29,13,209,79,89,145,719,333,f,0.07,2016,2025-08-01,25.3,Videos,Music,Public,t,f,1,Free,0.92
399705,Instagram,24,Male,Japan,Suburban,Lower-middle,Full-time employed,Master’s,Single,t,4.5,6.1,Average,No,Rarely,7,1,28.0,100,76,8147,56.8,2,5,12,1.1,6,211.0,15,11,234,99,132,34,27,29,22,6,91,35,28,76,4308,3669,f,0.97,2017,2025-11-21,14.1,Videos,Art,Public,t,t,5,Premium,1.1
577643,Instagram,24,Male,India,Suburban,Upper-middle,Retired,Bachelor’s,Single,f,2.8,7.7,Poor,No,Weekly,12,2,23.6,123,60,7976,29.5,3,2,11,1.8,1,217.0,13,17,253,141,131,47,27,30,19,5,117,31,47,47,9347,10000,f,0.8,2010,2025-04-06,16.7,Live,Other,Public,f,f,3,Free,1.27
805867,Instagram,31,Male,India,Suburban,Lower-middle,Part-time,Bachelor’s,Single,f,6.8,6.3,Good,Former,Never,30,1,24.2,136,72,7985,27.0,2,6,10,4.8,3,378.0,18,6,272,150,192,66,43,44,32,10,179,66,86,143,1116,882,f,0.05,2019,2025-09-25,21.0,Mixed,Other,Friends only,t,t,1,Free,0.9
1351480,Instagram,33,Male,Germany,Urban,Lower-middle,Unemployed,Bachelor’s,In a relationship,t,1.7,5.5,Average,Former,Several times a week,38,5,26.3,102,73,8021,28.8,3,6,10,3.8,3,359.0,30,9,251,150,209,63,53,55,35,4,205,44,74,122,1778,2666,t,0.2,2018,2025-08-12,12.0,Mixed,Fashion,Friends only,t,f,2,Free,1.01
587646,Instagram,27,Male,Japan,Urban,Lower-middle,Full-time employed,Some college,Married,f,20.5,6.3,Average,No,Weekly,16,1,26.1,115,64,7942,31.6,4,6,14,2.0,3,235.0,11,8,260,109,133,41,44,33,21,8,118,50,48,47,825,532,t,0.48,2017,2025-06-03,21.4,Videos,Other,Public,f,f,1,Free,1.01
1203496,Instagram,51,Male,Other,Urban,Lower-middle,Full-time employed,Master’s,In a relationship,t,5.7,8.2,Very poor,No,Rarely,14,7,27.9,94,89,8033,36.1,2,1,11,12.7,4,129.0,4,4,105,73,99,16,23,27,14,11,66,20,25,45,1246,780,f,0.6,2015,2025-12-08,32.2,Mixed,Travel,Friends only,t,t,2,Free,1.1
1169720,Instagram,64,Female,Brazil,Rural,Upper-middle,Student,Master’s,Single,f,0.8,7.3,Good,No,Several times a week,26,10,25.3,132,94,8023,29.0,6,3,9,4.6,4,148.0,6,2,118,98,108,24,15,25,25,6,71,27,15,45,3815,8005,f,0.27,2022,2025-11-14,24.7,Stories,Fashion,Private,t,f,2,Free,1.09
307319,Instagram,28,Female,Germany,Suburban,Middle,Student,High school,Married,f,10.9,5.2,Good,No,Rarely,32,5,28.2,111,92,7971,19.9,3,5,7,3.9,0,258.0,9,9,246,135,156,59,36,36,23,2,110,51,32,74,990,1838,f,0.38,2022,2025-12-25,28.7,Reels,Tech,Friends only,t,f,1,Free,1.16
1123679,Instagram,42,Non-binary,Germany,Urban,Low,Student,Bachelor’s,Single,f,1.8,7.3,Poor,No,Never,3,6,24.1,152,65,7984,54.0,3,2,5,3.4,5,5.0,1,3,37,39,32,7,9,14,5,0,2,1,1,2,1377,2794,f,0.82,2012,2025-05-07,5.0,Live,Food,Friends only,t,t,0,Free,9.17
208119,Instagram,29,Male,South Korea,Urban,Upper-middle,Part-time,Bachelor’s,Divorced,f,7.6,9.5,Average,No,Rarely,28,5,23.7,98,81,8046,37.3,2,6,7,8.7,4,280.0,9,6,279,145,148,51,38,44,26,9,131,55,31,109,826,887,f,0.36,2020,2025-02-10,31.1,Live,Food,Public,t,t,3,Free,0.95
1040976,Instagram,24,Non-binary,United States,Urban,Low,Part-time,PhD,Divorced,f,15.0,7.4,Average,No,Daily,32,7,24.0,158,77,7798,50.1,1,6,11,4.2,5,181.0,11,7,203,109,125,40,32,30,19,7,79,30,39,70,8690,10000,f,0.76,2020,2025-11-04,16.5,Mixed,Fashion,Public,t,t,0,Business,1.24
1458945,Instagram,56,Male,United States,Suburban,Lower-middle,Full-time employed,Bachelor’s,In a relationship,f,5.5,8.3,Good,No,Rarely,21,1,23.3,92,75,8052,33.0,5,3,15,1.8,3,282.0,9,6,222,145,151,54,32,35,26,7,126,38,39,102,254,119,f,0.13,2018,2025-06-16,31.3,Reels,Tech,Friends only,t,f,1,Free,0.98
1344114,Instagram,34,Female,Canada,Suburban,Middle,Student,Master’s,In a relationship,t,9.7,6.3,Very poor,No,Rarely,13,7,23.2,142,77,7908,38.7,2,5,10,5.5,6,80.0,7,1,72,49,52,12,18,23,7,3,39,16,9,28,192,460,f,0.26,2019,2025-02-01,11.4,Live,Fashion,Friends only,t,t,3,Free,0.98
1236529,Instagram,19,Male,India,Urban,Lower-middle,Full-time employed,High school,Married,t,6.8,7.9,Average,Former,Several times a week,34,6,26.5,95,93,7934,54.6,1,1,7,2.3,1,303.0,19,8,295,143,186,63,34,42,23,9,130,64,45,120,21168,10000,f,0.56,2017,2025-11-07,15.9,Stories,Food,Private,t,t,0,Free,1.11
1088372,Instagram,61,Male,Other,Urban,Middle,Freelancer,High school,In a relationship,f,8.7,5.4,Average,No,Weekly,31,8,21.1,125,70,7979,50.7,3,5,6,5.6,5,196.0,7,6,143,84,124,40,34,37,21,4,85,29,42,50,1069,1015,f,0.74,2012,2025-07-23,28.0,Mixed,Fashion,Public,t,f,2,Free,1.13
957831,Instagram,40,Male,United States,Urban,Middle,Student,High school,Married,f,7.4,6.4,Good,No,Rarely,4,6,21.9,147,78,8053,51.8,4,9,8,1.8,1,76.0,3,1,89,63,60,15,15,19,5,2,38,10,16,20,1008,1041,f,0.66,2021,2026-01-03,25.3,Reels,Other,Public,t,f,0,Free,1.21
1514960,Instagram,38,Female,United States,Urban,Lower-middle,Student,Bachelor’s,Widowed,t,5.2,8.2,Poor,No,Rarely,22,4,23.7,157,94,7933,31.9,0,2,9,4.4,2,212.0,17,16,144,125,115,39,27,28,32,6,102,47,44,74,10722,10000,f,0.17,2016,2025-04-19,12.5,Live,Fashion,Friends only,f,f,0,Free,1.13
687629,Instagram,26,Female,Germany,Rural,Lower-middle,Unemployed,Some college,In a relationship,t,16.1,6.8,Average,No,Never,28,7,21.7,155,84,7944,59.2,5,9,13,12.8,4,227.0,17,7,255,105,136,39,41,48,23,6,97,54,38,53,527,295,f,0.64,2017,2026-01-02,13.4,Videos,Fashion,Private,t,f,3,Free,1.03
612830,Instagram,55,Female,Brazil,Urban,Low,Full-time employed,Master’s,Married,t,16.3,7.9,Good,Yes,Weekly,9,9,21.6,122,64,8025,39.0,5,3,8,1.2,2,45.0,1,4,69,47,30,10,12,14,7,2,22,11,5,12,564,740,t,0.61,2011,2025-06-16,45.0,Photos,Fitness,Public,f,t,2,Premium,1.35
651390,Instagram,59,Female,United States,Suburban,Low,Full-time employed,Master’s,In a relationship,f,9.8,7.2,Good,No,Rarely,34,7,22.7,104,90,7858,39.0,3,6,16,0.9,4,197.0,10,5,161,127,134,30,25,34,13,9,97,54,38,53,592,1063,f,0.22,2010,2025-04-29,19.7,Videos,Fashion,Friends only,f,f,4,Business,1.06
1376435,Instagram,16,Male,United States,Urban,Lower-middle,Full-time employed,Bachelor’s,Married,f,1.5,6.9,Poor,Former,Rarely,4,3,20.6,117,68,8020,56.0,3,6,15,1.5,4,99.0,3,12,168,58,73,18,18,16,7,3,59,21,24,37,788,1251,f,0.47,2018,2025-07-08,33.0,Stories,Tech,Private,f,f,0,Free,1.45
1515104,Instagram,62,Female,United States,Urban,Middle,Full-time employed,Bachelor’s,In a relationship,t,5.9,7.2,Poor,Yes,Weekly,24,5,27.0,104,86,7937,19.8,3,3,11,5.3,3,220.0,12,6,170,122,110,29,23,35,24,6,92,37,23,84,2276,3216,f,0.43,2022,2025-04-26,18.3,Videos,Fitness,Friends only,t,t,2,Free,0.84
212964,Instagram,55,Male,Brazil,Suburban,Lower-middle,Student,Some college,Married,f,7.8,6.4,Excellent,No,Never,2,8,24.3,140,83,8034,39.2,0,5,8,2.8,2,5.0,1,6,35,28,29,5,17,7,3,2,2,1,1,2,1318,1137,t,0.76,2011,2025-02-10,5.0,Mixed,Fashion,Public,f,f,1,Free,9.5
1420485,Instagram,27,Female,Germany,Suburban,Middle,Part-time,Master’s,Single,f,5.1,7.1,Very poor,No,Weekly,0,4,21.1,136,88,7881,35.7,2,6,17,0.3,3,46.0,2,7,157,40,43,11,8,16,9,1,28,13,8,17,609,1342,t,0.36,2012,2025-11-18,23.0,Stories,Other,Public,f,f,1,Free,1.83
339700,Instagram,25,Male,Japan,Urban,Middle,Freelancer,Bachelor’s,In a relationship,f,10.2,10.0,Excellent,No,Rarely,32,6,26.9,143,70,8139,47.1,2,2,9,11.0,2,276.0,9,14,286,148,186,49,46,46,30,11,146,76,51,110,977,1376,f,0.6,2017,2025-11-22,30.7,Live,Fitness,Public,t,t,2,Free,1.18
657279,Instagram,49,Male,Australia,Suburban,Middle,Unemployed,High school,Single,f,8.8,8.0,Good,No,Rarely,24,7,21.2,126,70,8247,23.5,3,4,3,3.2,1,116.0,7,2,106,76,72,20,13,25,17,5,57,14,20,41,1657,2942,f,0.36,2021,2025-01-17,16.6,Videos,Fashion,Public,t,f,3,Free,1.01
1176528,Instagram,23,Non-binary,United States,Urban,Upper-middle,Student,Master’s,In a relationship,f,11.7,7.8,Average,Yes,Rarely,23,7,22.7,138,83,8010,49.3,3,6,12,4.6,0,196.0,6,5,238,100,112,45,23,26,17,7,79,55,49,77,3366,7810,f,0.46,2016,2025-12-31,32.7,Reels,Other,Private,f,f,3,Free,1.1
1375225,Instagram,42,Female,United States,Urban,Middle,Full-time employed,Bachelor’s,Single,t,3.8,10.0,Good,No,Daily,8,9,32.2,130,93,7967,42.5,1,4,9,4.2,3,89.0,3,1,91,64,80,13,22,16,10,2,41,10,11,19,599,1347,f,0.63,2021,2025-06-23,29.7,Mixed,Art,Public,t,f,4,Business,1.21
1465433,Instagram,20,Female,United Kingdom,Urban,Middle,Retired,Other,Single,f,3.1,6.8,Good,No,Rarely,38,4,27.8,95,86,8009,40.3,2,4,10,5.6,2,434.0,37,13,300,150,247,64,53,48,40,8,178,115,64,149,1429,3317,f,0.92,2020,2025-11-19,11.7,Reels,Fashion,Private,t,t,4,Free,0.95
295128,Instagram,27,Female,United Kingdom,Rural,Low,Full-time employed,Some college,In a relationship,f,7.4,7.1,Very poor,No,Weekly,10,2,21.4,98,72,7999,45.3,4,3,15,8.1,1,197.0,10,4,202,93,133,35,35,40,24,4,85,22,49,66,332,694,f,0.7,2019,2025-06-05,19.7,Stories,Other,Public,f,t,3,Free,1.09
578616,Instagram,30,Male,United Kingdom,Urban,High,Student,Some college,Married,f,9.4,6.3,Poor,No,Weekly,6,7,23.7,129,88,7936,46.9,2,6,20,1.5,6,74.0,8,4,84,64,56,12,17,13,12,0,36,18,16,17,737,1124,t,0.3,2025,2025-01-24,9.2,Videos,Fitness,Private,t,t,2,Free,1.23
383172,Instagram,57,Female,Germany,Suburban,Low,Student,High school,Married,f,12.3,7.4,Average,No,Weekly,37,7,22.1,137,84,7930,32.8,4,7,9,8.9,3,285.0,24,6,198,150,182,49,25,48,26,13,127,58,57,82,402,887,f,0.06,2025,2025-03-11,11.9,Mixed,Travel,Public,t,t,1,Free,1.04
949055,Instagram,24,Non-binary,Canada,Urban,Middle,Unemployed,High school,Single,f,12.1,8.1,Good,No,Several times a week,40,1,26.3,119,69,8082,39.2,5,3,7,9.0,2,424.0,23,14,300,150,249,80,56,52,36,10,176,76,81,94,2380,5519,f,0.71,2023,2025-07-02,18.4,Reels,Music,Friends only,f,t,4,Business,1.06
977673,Instagram,26,Male,Germany,Suburban,Lower-middle,Full-time employed,Bachelor’s,Married,f,2.0,5.0,Excellent,No,Never,11,7,31.2,124,74,8089,54.0,2,6,7,6.8,4,129.0,4,3,181,72,78,15,22,26,14,2,61,15,17,42,119,101,f,0.25,2012,2025-05-27,32.2,Reels,Other,Private,t,f,3,Free,0.9
950701,Instagram,26,Female,United States,Urban,Upper-middle,Full-time employed,Some college,Single,f,4.0,7.0,Average,No,Daily,2,7,18.6,115,71,8008,36.2,2,5,5,3.4,2,5.0,1,2,137,31,34,2,5,5,5,0,3,1,1,1,2262,5444,f,0.94,2022,2025-07-05,5.0,Stories,Fashion,Friends only,t,f,2,Free,7.33
319429,Instagram,26,Male,United States,Urban,Lower-middle,Student,High school,Married,f,6.3,7.2,Excellent,No,Never,11,8,30.2,137,61,8022,28.3,3,2,8,6.5,5,233.0,7,5,261,114,138,41,30,30,15,5,117,39,45,81,444,719,t,0.84,2018,2025-10-18,33.3,Mixed,Travel,Private,f,f,0,Free,1.0
1478755,Instagram,29,Female,United States,Suburban,High,Unemployed,Bachelor’s,In a relationship,f,4.6,5.0,Poor,No,Several times a week,29,9,24.6,146,66,8034,32.1,3,4,11,8.5,3,212.0,26,8,241,108,129,47,28,28,18,7,106,35,38,61,480,629,f,0.25,2018,2025-07-14,8.2,Photos,Music,Public,t,t,3,Premium,1.16
1059096,Instagram,32,Female,India,Suburban,High,Full-time employed,Bachelor’s,Single,f,0.4,6.3,Excellent,No,Rarely,27,1,21.2,96,97,7958,50.3,5,1,16,1.5,8,229.0,9,8,177,106,134,32,36,37,15,8,105,60,41,55,680,1608,f,0.44,2016,2025-05-21,25.4,Mixed,Music,Public,t,f,1,Free,0.97
462991,Instagram,17,Male,Australia,Urban,Middle,Full-time employed,Some college,In a relationship,f,3.0,5.1,Good,Yes,Never,27,3,32.9,137,81,7980,48.7,4,6,11,3.4,5,344.0,10,13,300,147,194,49,41,44,33,11,197,42,74,114,999,1210,t,0.49,2015,2025-03-27,34.4,Photos,Tech,Private,t,f,0,Free,0.96
857049,Instagram,22,Non-binary,India,Suburban,Low,Full-time employed,Bachelor’s,Single,f,9.0,6.5,Good,No,Weekly,36,6,31.2,144,84,7917,54.4,5,3,17,4.4,4,281.0,26,11,300,150,166,47,40,33,20,7,121,82,46,73,1061,1018,f,0.73,2011,2025-07-09,10.8,Videos,Art,Private,f,t,3,Free,1.04
1290632,Instagram,60,Female,Brazil,Urban,Middle,Freelancer,Master’s,Married,t,9.1,5.8,Good,No,Rarely,5,4,25.8,149,89,7911,35.4,6,3,6,4.8,1,78.0,10,7,81,71,47,14,28,18,9,5,44,23,10,16,1879,1171,f,0.89,2019,2025-01-21,7.8,Videos,Fashion,Friends only,f,f,2,Free,1.22
470115,Instagram,29,Female,United Kingdom,Rural,Middle,Full-time employed,High school,Single,f,7.5,8.1,Average,No,Weekly,40,9,28.0,156,91,8020,19.9,4,7,6,4.5,0,286.0,31,3,270,150,180,47,45,41,30,5,171,56,60,71,2459,5814,f,0.58,2013,2025-11-28,9.2,Reels,Fitness,Private,t,f,3,Free,0.99
193714,Instagram,47,Female,India,Urban,Low,Freelancer,High school,Single,f,4.7,8.0,Average,No,Never,20,6,22.8,98,83,7931,39.1,0,9,7,10.7,2,187.0,11,3,145,94,111,33,25,38,25,4,98,35,39,57,503,241,f,0.5,2017,2025-11-29,17.0,Photos,Music,Public,t,f,1,Business,0.99
212923,Instagram,64,Female,United States,Suburban,Middle,Full-time employed,Some college,Divorced,f,15.6,9.3,Good,No,Rarely,40,9,27.9,108,78,7878,40.1,3,6,7,3.7,2,251.0,7,6,173,114,156,49,24,36,32,9,117,26,30,70,918,662,f,0.82,2025,2025-11-23,35.9,Photos,Travel,Public,t,f,1,Premium,1.08
214774,Instagram,14,Prefer not to say,India,Urban,Middle,Full-time employed,High school,Single,f,5.6,5.9,Poor,No,Weekly,10,5,25.5,150,62,7968,42.2,3,7,10,2.0,8,209.0,12,14,229,94,115,47,32,30,22,3,114,49,43,69,479,911,f,0.56,2015,2025-02-23,17.4,Photos,Art,Public,t,t,0,Free,1.2
324201,Instagram,18,Female,Brazil,Suburban,High,Part-time,High school,Single,f,5.5,8.3,Excellent,No,Rarely,7,4,21.7,121,98,8021,33.7,3,4,15,0.3,3,141.0,9,10,200,103,99,31,22,20,15,0,62,19,15,35,1395,2737,f,0.44,2013,2025-11-23,15.7,Stories,Travel,Friends only,t,t,2,Free,1.35
1026773,Instagram,18,Male,Germany,Suburban,Middle,Retired,Some college,Married,f,8.5,9.3,Average,Former,Daily,29,3,22.4,128,63,8077,40.9,4,3,12,9.7,8,298.0,10,10,300,150,171,58,29,41,23,3,159,89,47,70,945,571,t,0.21,2015,2025-02-22,29.8,Mixed,Art,Private,f,f,2,Free,1.06
1470688,Instagram,19,Male,India,Urban,Low,Unemployed,Other,In a relationship,f,2.9,6.5,Average,No,Weekly,36,2,27.1,130,98,7905,52.7,5,3,6,3.9,3,453.0,50,11,300,150,257,70,57,77,31,11,256,53,81,103,1317,2402,f,0.49,2021,2025-07-17,9.1,Videos,Food,Friends only,t,f,1,Free,0.95
147348,Instagram,42,Male,United Kingdom,Suburban,Low,Unemployed,PhD,Married,f,5.4,8.1,Very poor,No,Daily,19,5,23.6,104,83,7964,54.4,1,5,12,2.2,0,186.0,17,3,136,124,117,35,32,26,27,3,98,50,30,55,561,1052,f,0.0,2021,2025-02-22,10.9,Stories,Food,Friends only,t,f,2,Free,1.05
223931,Instagram,55,Male,Brazil,Urban,Lower-middle,Student,Master’s,Single,t,7.4,7.3,Average,No,Rarely,23,9,25.1,90,79,8024,39.0,5,5,12,0.6,1,107.0,3,2,110,79,80,23,20,21,10,3,56,20,21,42,2228,3205,f,0.61,2010,2025-12-18,35.7,Photos,Tech,Private,t,t,3,Free,1.22
283966,Instagram,25,Female,United Kingdom,Urban,High,Full-time employed,Bachelor’s,Single,t,15.5,7.4,Excellent,No,Never,15,8,25.7,129,93,8057,22.6,3,4,7,6.0,3,146.0,4,4,231,76,85,26,23,23,18,3,62,23,16,49,1490,2790,f,0.85,2010,2025-10-06,36.5,Live,Music,Friends only,t,f,2,Free,1.01
264925,Instagram,21,Female,India,Suburban,Middle,Unemployed,Bachelor’s,In a relationship,f,6.8,8.0,Good,Former,Rarely,34,6,22.1,138,65,7905,16.2,0,4,11,8.1,2,298.0,10,12,300,147,181,46,36,43,31,8,179,35,57,102,322,719,f,0.28,2023,2025-10-30,29.8,Reels,Travel,Private,f,f,3,Business,1.03
530238,Instagram,14,Female,India,Urban,Low,Student,High school,Single,f,12.4,8.1,Excellent,Yes,Daily,35,8,24.4,132,94,7923,39.9,3,4,10,3.9,7,295.0,9,12,275,141,174,53,39,33,30,9,125,62,66,98,2027,2824,t,0.81,2018,2025-05-19,32.8,Reels,Art,Private,t,f,1,Premium,1.07
662896,Instagram,23,Male,United Kingdom,Suburban,Lower-middle,Student,Some college,Single,t,3.8,6.3,Poor,Yes,Rarely,4,9,28.1,137,74,8103,52.1,3,1,12,5.8,1,45.0,2,9,137,54,52,8,14,14,6,3,23,12,8,10,2478,4966,t,0.48,2013,2025-10-27,22.5,Stories,Travel,Friends only,t,f,1,Free,2.07
1298312,Instagram,13,Male,Other,Rural,Middle,Unemployed,High school,Single,f,7.5,6.6,Average,No,Never,39,5,24.6,92,73,7930,55.8,7,5,7,5.3,2,476.0,14,11,300,150,274,79,57,55,48,10,261,107,56,154,6374,3641,f,0.51,2021,2025-05-01,34.0,Stories,Music,Private,f,t,0,Free,0.97
552838,Instagram,17,Female,Japan,Urban,Middle,Student,High school,Single,f,6.3,6.7,Poor,No,Never,21,10,30.5,155,71,7956,32.9,4,3,15,7.3,2,183.0,7,7,219,116,92,31,33,27,14,10,82,54,34,53,1202,624,f,0.83,2020,2025-07-05,26.1,Live,Tech,Friends only,t,t,0,Free,0.95
925137,Instagram,22,Female,Canada,Urban,High,Student,Bachelor’s,In a relationship,t,4.9,5.7,Very poor,No,Never,1,2,17.5,137,70,7970,24.7,3,10,9,5.1,4,141.0,9,5,201,77,102,28,19,23,19,3,61,26,31,29,3024,6787,f,0.75,2012,2025-12-25,15.7,Reels,Travel,Private,t,t,4,Free,1.22
1493926,Instagram,17,Female,United States,Urban,Lower-middle,Full-time employed,High school,In a relationship,f,2.7,6.6,Average,Yes,Never,38,8,23.4,107,69,8024,40.1,1,4,7,0.4,2,369.0,41,11,300,150,194,61,47,67,33,8,194,109,78,84,926,817,f,0.95,2022,2025-01-26,9.0,Mixed,Travel,Friends only,f,f,2,Free,0.94
1069751,Instagram,54,Female,United States,Suburban,Middle,Part-time,Bachelor’s,In a relationship,f,13.0,7.1,Average,No,Weekly,29,4,24.9,143,90,7943,35.4,2,5,11,1.8,4,233.0,13,4,180,111,149,41,29,37,24,5,138,40,44,85,3978,1853,f,0.65,2011,2025-09-13,17.9,Mixed,Art,Friends only,t,f,1,Free,1.04
232359,Instagram,54,Male,Canada,Urban,Upper-middle,Full-time employed,Some college,Single,f,8.7,5.0,Average,No,Never,9,1,26.0,100,63,7937,41.2,2,6,6,4.5,1,150.0,10,3,140,90,111,27,32,31,14,5,86,18,16,50,1640,3455,f,0.59,2019,2025-08-26,15.0,Stories,Art,Private,f,f,2,Free,1.15
1182977,Instagram,54,Female,India,Urban,Upper-middle,Freelancer,Some college,Married,f,6.9,6.1,Very poor,No,Rarely,25,6,24.7,113,98,7979,31.1,2,6,10,2.0,6,298.0,14,8,215,150,199,52,30,32,35,8,123,61,45,119,540,509,t,0.53,2013,2025-04-23,21.3,Stories,Fashion,Private,t,f,1,Free,1.09
1035198,Instagram,49,Male,India,Rural,High,Unemployed,Bachelor’s,Married,t,13.8,6.6,Poor,No,Never,3,4,30.5,158,93,7942,49.5,7,4,8,9.1,5,22.0,1,8,62,53,37,5,10,6,5,0,10,6,5,7,2619,5108,t,0.05,2024,2025-10-26,22.0,Mixed,Art,Public,t,t,1,Free,3.09
1405546,Instagram,17,Prefer not to say,South Korea,Urban,Lower-middle,Full-time employed,Some college,In a relationship,f,2.5,5.7,Very poor,No,Weekly,32,8,20.7,100,60,8048,52.7,4,3,8,3.1,2,253.0,12,7,282,144,168,42,38,42,27,0,139,74,63,87,314,664,f,0.98,2014,2025-07-24,21.1,Live,Tech,Public,t,f,2,Business,1.07
1044467,Instagram,59,Female,United States,Suburban,Middle,Unemployed,Some college,Divorced,f,6.6,5.2,Good,No,Never,7,3,15.9,97,63,8071,47.1,6,7,8,2.0,4,63.0,2,3,94,60,57,9,14,14,11,2,28,13,11,21,385,847,f,0.64,2024,2025-01-29,31.5,Stories,Tech,Private,t,f,0,Premium,1.31
190268,Instagram,22,Female,United States,Urban,Lower-middle,Freelancer,Master’s,Married,f,4.9,6.0,Good,Former,Never,23,4,22.8,127,67,7978,54.2,1,6,8,3.8,5,182.0,6,10,235,95,122,40,30,26,23,3,83,53,41,50,1058,1721,f,0.97,2024,2025-11-26,30.3,Live,Food,Friends only,f,f,2,Free,1.27
1032831,Instagram,44,Female,Brazil,Urban,High,Student,Some college,Single,f,7.3,6.8,Average,No,Never,25,10,30.0,116,71,8000,51.6,6,5,11,2.4,1,188.0,15,3,136,115,127,28,37,29,25,10,110,21,41,46,892,721,f,0.15,2016,2025-11-07,12.5,Mixed,Travel,Friends only,f,f,2,Free,1.02
637240,Instagram,18,Male,Canada,Urban,Upper-middle,Part-time,Some college,Single,f,15.6,8.4,Average,No,Rarely,19,1,22.2,106,89,8009,44.8,2,2,10,2.3,4,256.0,8,10,289,145,146,44,33,45,34,4,146,45,57,62,2286,2742,f,0.21,2016,2025-07-11,32.0,Stories,Other,Public,f,t,1,Free,1.03
113006,Instagram,47,Male,India,Suburban,Upper-middle,Freelancer,Some college,Married,f,7.1,9.4,Average,No,Never,34,2,28.6,114,81,7906,39.7,2,3,7,2.3,6,334.0,20,7,253,150,217,45,38,69,22,6,182,98,39,73,726,1510,f,0.74,2010,2025-02-11,16.7,Reels,Music,Private,t,f,1,Free,0.98
441403,Instagram,53,Male,United States,Suburban,Lower-middle,Full-time employed,High school,In a relationship,f,10.3,8.5,Average,No,Never,28,2,23.7,115,90,8052,26.3,2,4,15,7.5,1,255.0,11,9,181,150,136,42,44,27,20,6,134,70,39,97,355,612,f,0.68,2016,2025-12-09,23.2,Reels,Travel,Public,t,f,1,Free,0.96
82235,Instagram,54,Male,United Kingdom,Urban,Middle,Full-time employed,High school,Divorced,f,1.7,5.8,Excellent,Former,Never,2,6,28.1,98,70,8114,29.3,6,2,9,2.6,2,5.0,1,2,51,30,21,4,8,7,6,2,2,1,1,2,1070,1011,f,0.68,2014,2025-04-10,5.0,Mixed,Food,Friends only,f,t,1,Free,5.83
1160766,Instagram,21,Female,Japan,Urban,Low,Unemployed,Bachelor’s,Married,f,4.1,8.9,Average,No,Rarely,20,2,23.1,139,76,8019,39.8,3,1,5,5.1,3,266.0,8,6,254,150,166,54,36,49,29,6,122,72,54,72,1256,2200,f,0.57,2013,2025-12-27,33.2,Videos,Tech,Public,f,t,2,Free,1.09
1197604,Instagram,40,Male,India,Suburban,Middle,Unemployed,Master’s,Married,t,10.0,8.2,Poor,No,Several times a week,23,3,33.6,145,94,7805,34.0,4,2,8,6.6,4,263.0,13,10,191,117,161,53,41,39,21,7,135,70,44,87,4128,2559,f,0.52,2021,2025-11-10,20.2,Live,Music,Public,t,f,3,Premium,1.12
439401,Instagram,38,Male,United States,Urban,Upper-middle,Full-time employed,Bachelor’s,In a relationship,f,0.5,7.2,Average,No,Never,18,3,26.5,119,96,8016,28.4,2,4,8,4.9,3,231.0,7,12,182,114,137,40,28,37,23,1,130,68,47,71,493,474,t,0.45,2017,2025-02-11,33.0,Mixed,Other,Public,t,f,0,Free,1.09
444109,Instagram,62,Male,South Korea,Rural,Middle,Full-time employed,Bachelor’s,Single,f,8.8,8.1,Good,No,Never,30,10,27.3,110,61,8017,48.2,0,6,9,8.7,9,209.0,8,9,165,120,114,36,35,31,20,5,124,48,47,61,77,133,f,0.89,2025,2025-06-08,26.1,Mixed,Travel,Private,t,f,2,Free,1.01
726508,Instagram,58,Female,India,Urban,Middle,Full-time employed,Bachelor’s,Divorced,t,9.9,7.9,Good,No,Rarely,27,3,16.9,90,96,7893,40.3,4,4,10,4.3,2,233.0,8,5,153,118,128,56,33,39,23,10,120,60,45,82,1921,1380,f,0.86,2014,2025-04-16,29.1,Photos,Music,Public,t,t,1,Business,1.09
435485,Instagram,51,Male,Germany,Urban,Lower-middle,Full-time employed,PhD,Married,f,8.7,6.6,Good,No,Weekly,35,6,25.5,128,96,8089,34.2,6,4,7,4.1,5,275.0,22,10,202,145,173,47,28,46,31,8,128,59,46,89,1516,2771,t,0.11,2024,2025-12-07,12.5,Live,Art,Public,f,f,2,Free,1.08
